image,mask,id,type_1,type_2,is_legendary,is_mythical,generation,egg_group_0,egg_group_1
sprite/149_generation-iv_heartgold-soulsilver_front_shiny.png,masks/149_generation-iv_heartgold-soulsilver_front_default_mask.png,149,dragon,flying,False,False,generation-i,water1,dragon
sprite/150_default_front_default.png,masks/150_default_front_default_mask.png,150,psychic,,True,False,generation-i,no-eggs,
sprite/150_default_front_shiny.png,masks/150_default_front_default_mask.png,150,psychic,,True,False,generation-i,no-eggs,
sprite/150_generation-iii_emerald_front_default.png,masks/150_generation-iii_emerald_front_default_mask.png,150,psychic,,True,False,generation-i,no-eggs,
sprite/150_generation-iii_emerald_front_shiny.png,masks/150_generation-iii_emerald_front_default_mask.png,150,psychic,,True,False,generation-i,no-eggs,
sprite/150_generation-iii_firered-leafgreen_front_default.png,masks/150_generation-iii_emerald_front_default_mask.png,150,psychic,,True,False,generation-i,no-eggs,
sprite/150_generation-iv_heartgold-soulsilver_front_default.png,masks/150_generation-iv_heartgold-soulsilver_front_default_mask.png,150,psychic,,True,False,generation-i,no-eggs,
sprite/150_generation-iv_heartgold-soulsilver_front_shiny.png,masks/150_generation-iv_heartgold-soulsilver_front_default_mask.png,150,psychic,,True,False,generation-i,no-eggs,
sprite/151_default_front_default.png,masks/151_default_front_default_mask.png,151,psychic,,False,True,generation-i,no-eggs,
sprite/151_generation-iii_emerald_front_default.png,masks/151_generation-iii_emerald_front_default_mask.png,151,psychic,,False,True,generation-i,no-eggs,
sprite/151_generation-iii_emerald_front_shiny.png,masks/151_generation-iii_emerald_front_default_mask.png,151,psychic,,False,True,generation-i,no-eggs,
sprite/151_generation-iii_firered-leafgreen_front_default.png,masks/151_generation-iii_firered-leafgreen_front_default_mask.png,151,psychic,,False,True,generation-i,no-eggs,
sprite/151_generation-iv_platinum_front_default.png,masks/151_default_front_default_mask.png,151,psychic,,False,True,generation-i,no-eggs,
sprite/151_generation-iv_heartgold-soulsilver_front_default.png,masks/151_generation-iv_heartgold-soulsilver_front_default_mask.png,151,psychic,,False,True,generation-i,no-eggs,
sprite/152_default_front_default.png,masks/152_default_front_default_mask.png,152,grass,,False,False,generation-ii,monster,plant
sprite/152_default_front_shiny.png,masks/152_default_front_default_mask.png,152,grass,,False,False,generation-ii,monster,plant
sprite/152_generation-iii_emerald_front_default.png,masks/152_generation-iii_emerald_front_default_mask.png,152,grass,,False,False,generation-ii,monster,plant
sprite/152_generation-iii_emerald_front_shiny.png,masks/152_generation-iii_emerald_front_default_mask.png,152,grass,,False,False,generation-ii,monster,plant
sprite/152_generation-iv_platinum_front_default.png,masks/152_generation-iv_platinum_front_default_mask.png,152,grass,,False,False,generation-ii,monster,plant
sprite/152_generation-iv_platinum_front_shiny.png,masks/152_generation-iv_platinum_front_default_mask.png,152,grass,,False,False,generation-ii,monster,plant
sprite/152_generation-iv_heartgold-soulsilver_front_default.png,masks/152_generation-iv_heartgold-soulsilver_front_default_mask.png,152,grass,,False,False,generation-ii,monster,plant
sprite/152_generation-iv_heartgold-soulsilver_front_shiny.png,masks/152_generation-iv_heartgold-soulsilver_front_default_mask.png,152,grass,,False,False,generation-ii,monster,plant
sprite/153_default_front_default.png,masks/153_default_front_default_mask.png,153,grass,,False,False,generation-ii,monster,plant
sprite/153_default_front_shiny.png,masks/153_default_front_default_mask.png,153,grass,,False,False,generation-ii,monster,plant
sprite/153_generation-iii_emerald_front_default.png,masks/153_generation-iii_emerald_front_default_mask.png,153,grass,,False,False,generation-ii,monster,plant
sprite/153_generation-iii_emerald_front_shiny.png,masks/153_generation-iii_emerald_front_default_mask.png,153,grass,,False,False,generation-ii,monster,plant
sprite/153_generation-iv_platinum_front_default.png,masks/153_generation-iv_platinum_front_default_mask.png,153,grass,,False,False,generation-ii,monster,plant
sprite/153_generation-iv_platinum_front_shiny.png,masks/153_generation-iv_platinum_front_default_mask.png,153,grass,,False,False,generation-ii,monster,plant
sprite/153_generation-iv_heartgold-soulsilver_front_default.png,masks/153_generation-iv_heartgold-soulsilver_front_default_mask.png,153,grass,,False,False,generation-ii,monster,plant
sprite/153_generation-iv_heartgold-soulsilver_front_shiny.png,masks/153_generation-iv_heartgold-soulsilver_front_default_mask.png,153,grass,,False,False,generation-ii,monster,plant
sprite/154_default_front_default.png,masks/154_default_front_default_mask.png,154,grass,,False,False,generation-ii,monster,plant
sprite/154_default_front_shiny.png,masks/154_default_front_default_mask.png,154,grass,,False,False,generation-ii,monster,plant
sprite/154_default_front_female.png,masks/154_default_front_female_mask.png,154,grass,,False,False,generation-ii,monster,plant
sprite/154_default_front_shiny_female.png,masks/154_default_front_female_mask.png,154,grass,,False,False,generation-ii,monster,plant
sprite/154_generation-iii_emerald_front_default.png,masks/154_generation-iii_emerald_front_default_mask.png,154,grass,,False,False,generation-ii,monster,plant
sprite/154_generation-iv_platinum_front_default.png,masks/154_generation-iv_platinum_front_default_mask.png,154,grass,,False,False,generation-ii,monster,plant
sprite/154_generation-iv_platinum_front_shiny.png,masks/154_generation-iv_platinum_front_default_mask.png,154,grass,,False,False,generation-ii,monster,plant
sprite/154_generation-iv_platinum_front_female.png,masks/154_generation-iv_platinum_front_female_mask.png,154,grass,,False,False,generation-ii,monster,plant
sprite/154_generation-iv_platinum_front_shiny_female.png,masks/154_generation-iv_platinum_front_female_mask.png,154,grass,,False,False,generation-ii,monster,plant
sprite/154_generation-iv_heartgold-soulsilver_front_default.png,masks/154_generation-iv_heartgold-soulsilver_front_default_mask.png,154,grass,,False,False,generation-ii,monster,plant
sprite/154_generation-iv_heartgold-soulsilver_front_shiny.png,masks/154_generation-iv_heartgold-soulsilver_front_default_mask.png,154,grass,,False,False,generation-ii,monster,plant
sprite/154_generation-iv_heartgold-soulsilver_front_female.png,masks/154_generation-iv_heartgold-soulsilver_front_female_mask.png,154,grass,,False,False,generation-ii,monster,plant
sprite/154_generation-iv_heartgold-soulsilver_front_shiny_female.png,masks/154_generation-iv_heartgold-soulsilver_front_female_mask.png,154,grass,,False,False,generation-ii,monster,plant
sprite/155_default_front_default.png,masks/155_default_front_default_mask.png,155,fire,,False,False,generation-ii,ground,
sprite/155_generation-iii_emerald_front_default.png,masks/155_generation-iii_emerald_front_default_mask.png,155,fire,,False,False,generation-ii,ground,
sprite/155_generation-iii_emerald_front_shiny.png,masks/155_generation-iii_emerald_front_default_mask.png,155,fire,,False,False,generation-ii,ground,
sprite/155_generation-iv_platinum_front_default.png,masks/155_generation-iv_platinum_front_default_mask.png,155,fire,,False,False,generation-ii,ground,
sprite/155_generation-iv_heartgold-soulsilver_front_default.png,masks/155_generation-iv_heartgold-soulsilver_front_default_mask.png,155,fire,,False,False,generation-ii,ground,
sprite/155_generation-iv_heartgold-soulsilver_front_shiny.png,masks/155_generation-iv_heartgold-soulsilver_front_default_mask.png,155,fire,,False,False,generation-ii,ground,
sprite/156_default_front_default.png,masks/156_default_front_default_mask.png,156,fire,,False,False,generation-ii,ground,
sprite/156_default_front_shiny.png,masks/156_default_front_default_mask.png,156,fire,,False,False,generation-ii,ground,
sprite/156_generation-iii_emerald_front_default.png,masks/156_generation-iii_emerald_front_default_mask.png,156,fire,,False,False,generation-ii,ground,
sprite/156_generation-iii_emerald_front_shiny.png,masks/156_generation-iii_emerald_front_default_mask.png,156,fire,,False,False,generation-ii,ground,
sprite/156_generation-iv_platinum_front_default.png,masks/156_generation-iv_platinum_front_default_mask.png,156,fire,,False,False,generation-ii,ground,
sprite/156_generation-iv_platinum_front_shiny.png,masks/156_generation-iv_platinum_front_default_mask.png,156,fire,,False,False,generation-ii,ground,
sprite/156_generation-iv_heartgold-soulsilver_front_default.png,masks/156_generation-iv_heartgold-soulsilver_front_default_mask.png,156,fire,,False,False,generation-ii,ground,
sprite/156_generation-iv_heartgold-soulsilver_front_shiny.png,masks/156_generation-iv_heartgold-soulsilver_front_default_mask.png,156,fire,,False,False,generation-ii,ground,
sprite/157_default_front_default.png,masks/157_default_front_default_mask.png,157,fire,,False,False,generation-ii,ground,
sprite/157_default_front_shiny.png,masks/157_default_front_default_mask.png,157,fire,,False,False,generation-ii,ground,
sprite/157_generation-iii_emerald_front_default.png,masks/157_generation-iii_emerald_front_default_mask.png,157,fire,,False,False,generation-ii,ground,
sprite/157_generation-iii_emerald_front_shiny.png,masks/157_generation-iii_emerald_front_default_mask.png,157,fire,,False,False,generation-ii,ground,
sprite/157_generation-iv_platinum_front_default.png,masks/157_generation-iv_platinum_front_default_mask.png,157,fire,,False,False,generation-ii,ground,
sprite/157_generation-iv_platinum_front_shiny.png,masks/157_generation-iv_platinum_front_default_mask.png,157,fire,,False,False,generation-ii,ground,
sprite/157_generation-iv_heartgold-soulsilver_front_default.png,masks/157_generation-iv_heartgold-soulsilver_front_default_mask.png,157,fire,,False,False,generation-ii,ground,
sprite/157_generation-iv_heartgold-soulsilver_front_shiny.png,masks/157_generation-iv_heartgold-soulsilver_front_default_mask.png,157,fire,,False,False,generation-ii,ground,
sprite/158_default_front_default.png,masks/158_default_front_default_mask.png,158,water,,False,False,generation-ii,monster,water1
sprite/158_default_front_shiny.png,masks/158_default_front_default_mask.png,158,water,,False,False,generation-ii,monster,water1
sprite/158_generation-iii_emerald_front_default.png,masks/158_generation-iii_emerald_front_default_mask.png,158,water,,False,False,generation-ii,monster,water1
sprite/158_generation-iii_emerald_front_shiny.png,masks/158_generation-iii_emerald_front_default_mask.png,158,water,,False,False,generation-ii,monster,water1
sprite/158_generation-iv_platinum_front_default.png,masks/158_generation-iv_platinum_front_default_mask.png,158,water,,False,False,generation-ii,monster,water1
sprite/158_generation-iv_heartgold-soulsilver_front_default.png,masks/158_generation-iv_heartgold-soulsilver_front_default_mask.png,158,water,,False,False,generation-ii,monster,water1
sprite/158_generation-iv_heartgold-soulsilver_front_shiny.png,masks/158_generation-iv_heartgold-soulsilver_front_default_mask.png,158,water,,False,False,generation-ii,monster,water1
sprite/159_default_front_default.png,masks/159_default_front_default_mask.png,159,water,,False,False,generation-ii,monster,water1
sprite/159_default_front_shiny.png,masks/159_default_front_default_mask.png,159,water,,False,False,generation-ii,monster,water1
sprite/159_generation-iii_emerald_front_default.png,masks/159_generation-iii_emerald_front_default_mask.png,159,water,,False,False,generation-ii,monster,water1
sprite/159_generation-iii_emerald_front_shiny.png,masks/159_generation-iii_emerald_front_default_mask.png,159,water,,False,False,generation-ii,monster,water1
sprite/159_generation-iv_platinum_front_default.png,masks/159_generation-iv_platinum_front_default_mask.png,159,water,,False,False,generation-ii,monster,water1
sprite/159_generation-iv_platinum_front_shiny.png,masks/159_generation-iv_platinum_front_default_mask.png,159,water,,False,False,generation-ii,monster,water1
sprite/159_generation-iv_heartgold-soulsilver_front_default.png,masks/159_generation-iv_heartgold-soulsilver_front_default_mask.png,159,water,,False,False,generation-ii,monster,water1
sprite/159_generation-iv_heartgold-soulsilver_front_shiny.png,masks/159_generation-iv_heartgold-soulsilver_front_default_mask.png,159,water,,False,False,generation-ii,monster,water1
sprite/160_default_front_default.png,masks/160_default_front_default_mask.png,160,water,,False,False,generation-ii,monster,water1
sprite/160_default_front_shiny.png,masks/160_default_front_default_mask.png,160,water,,False,False,generation-ii,monster,water1
sprite/160_generation-iii_emerald_front_default.png,masks/160_generation-iii_emerald_front_default_mask.png,160,water,,False,False,generation-ii,monster,water1
sprite/160_generation-iii_emerald_front_shiny.png,masks/160_generation-iii_emerald_front_default_mask.png,160,water,,False,False,generation-ii,monster,water1
sprite/160_generation-iii_ruby-sapphire_front_shiny.png,masks/160_generation-iii_emerald_front_default_mask.png,160,water,,False,False,generation-ii,monster,water1
sprite/160_generation-iv_platinum_front_default.png,masks/160_generation-iv_platinum_front_default_mask.png,160,water,,False,False,generation-ii,monster,water1
sprite/160_generation-iv_platinum_front_shiny.png,masks/160_generation-iv_platinum_front_default_mask.png,160,water,,False,False,generation-ii,monster,water1
sprite/160_generation-iv_heartgold-soulsilver_front_default.png,masks/160_generation-iv_heartgold-soulsilver_front_default_mask.png,160,water,,False,False,generation-ii,monster,water1
sprite/160_generation-iv_heartgold-soulsilver_front_shiny.png,masks/160_generation-iv_heartgold-soulsilver_front_default_mask.png,160,water,,False,False,generation-ii,monster,water1
sprite/161_default_front_default.png,masks/161_default_front_default_mask.png,161,normal,,False,False,generation-ii,ground,
sprite/161_default_front_shiny.png,masks/161_default_front_default_mask.png,161,normal,,False,False,generation-ii,ground,
sprite/161_generation-iii_emerald_front_default.png,masks/161_generation-iii_emerald_front_default_mask.png,161,normal,,False,False,generation-ii,ground,
sprite/161_generation-iii_emerald_front_shiny.png,masks/161_generation-iii_emerald_front_default_mask.png,161,normal,,False,False,generation-ii,ground,
sprite/161_generation-iv_platinum_front_default.png,masks/161_generation-iv_platinum_front_default_mask.png,161,normal,,False,False,generation-ii,ground,
sprite/161_generation-iv_platinum_front_shiny.png,masks/161_generation-iv_platinum_front_default_mask.png,161,normal,,False,False,generation-ii,ground,
sprite/161_generation-iv_heartgold-soulsilver_front_default.png,masks/161_generation-iv_heartgold-soulsilver_front_default_mask.png,161,normal,,False,False,generation-ii,ground,
sprite/161_generation-iv_heartgold-soulsilver_front_shiny.png,masks/161_generation-iv_heartgold-soulsilver_front_default_mask.png,161,normal,,False,False,generation-ii,ground,
sprite/162_default_front_default.png,masks/162_default_front_default_mask.png,162,normal,,False,False,generation-ii,ground,
sprite/162_default_front_shiny.png,masks/162_default_front_default_mask.png,162,normal,,False,False,generation-ii,ground,
sprite/162_generation-iii_emerald_front_default.png,masks/162_generation-iii_emerald_front_default_mask.png,162,normal,,False,False,generation-ii,ground,
sprite/162_generation-iv_platinum_front_default.png,masks/162_generation-iv_platinum_front_default_mask.png,162,normal,,False,False,generation-ii,ground,
sprite/162_generation-iv_heartgold-soulsilver_front_default.png,masks/162_default_front_default_mask.png,162,normal,,False,False,generation-ii,ground,
sprite/163_default_front_default.png,masks/163_default_front_default_mask.png,163,normal,flying,False,False,generation-ii,flying,
sprite/163_generation-iii_emerald_front_default.png,masks/163_generation-iii_emerald_front_default_mask.png,163,normal,flying,False,False,generation-ii,flying,
sprite/163_generation-iii_emerald_front_shiny.png,masks/163_generation-iii_emerald_front_default_mask.png,163,normal,flying,False,False,generation-ii,flying,
sprite/163_generation-iv_platinum_front_default.png,masks/163_generation-iv_platinum_front_default_mask.png,163,normal,flying,False,False,generation-ii,flying,
sprite/163_generation-iv_platinum_front_shiny.png,masks/163_generation-iv_platinum_front_default_mask.png,163,normal,flying,False,False,generation-ii,flying,
sprite/163_generation-iv_diamond-pearl_front_default.png,masks/163_generation-iv_diamond-pearl_front_default_mask.png,163,normal,flying,False,False,generation-ii,flying,
sprite/163_generation-iv_diamond-pearl_front_shiny.png,masks/163_generation-iv_diamond-pearl_front_default_mask.png,163,normal,flying,False,False,generation-ii,flying,
sprite/163_generation-iv_heartgold-soulsilver_front_default.png,masks/163_generation-iv_heartgold-soulsilver_front_default_mask.png,163,normal,flying,False,False,generation-ii,flying,
sprite/163_generation-iv_heartgold-soulsilver_front_shiny.png,masks/163_generation-iv_heartgold-soulsilver_front_default_mask.png,163,normal,flying,False,False,generation-ii,flying,
sprite/164_default_front_default.png,masks/164_default_front_default_mask.png,164,normal,flying,False,False,generation-ii,flying,
sprite/164_generation-iii_emerald_front_default.png,masks/164_generation-iii_emerald_front_default_mask.png,164,normal,flying,False,False,generation-ii,flying,
sprite/164_generation-iv_diamond-pearl_front_default.png,masks/164_generation-iv_diamond-pearl_front_default_mask.png,164,normal,flying,False,False,generation-ii,flying,
sprite/164_generation-iv_diamond-pearl_front_shiny.png,masks/164_generation-iv_diamond-pearl_front_default_mask.png,164,normal,flying,False,False,generation-ii,flying,
sprite/164_generation-iv_heartgold-soulsilver_front_default.png,masks/164_generation-iv_heartgold-soulsilver_front_default_mask.png,164,normal,flying,False,False,generation-ii,flying,
sprite/165_default_front_default.png,masks/165_default_front_default_mask.png,165,bug,flying,False,False,generation-ii,bug,
sprite/165_default_front_shiny.png,masks/165_default_front_default_mask.png,165,bug,flying,False,False,generation-ii,bug,
sprite/165_default_front_female.png,masks/165_default_front_female_mask.png,165,bug,flying,False,False,generation-ii,bug,
sprite/165_default_front_shiny_female.png,masks/165_default_front_female_mask.png,165,bug,flying,False,False,generation-ii,bug,
sprite/165_generation-iii_emerald_front_default.png,masks/165_generation-iii_emerald_front_default_mask.png,165,bug,flying,False,False,generation-ii,bug,
sprite/165_generation-iii_emerald_front_shiny.png,masks/165_generation-iii_emerald_front_default_mask.png,165,bug,flying,False,False,generation-ii,bug,
sprite/165_generation-iv_platinum_front_default.png,masks/165_generation-iv_platinum_front_default_mask.png,165,bug,flying,False,False,generation-ii,bug,
sprite/165_generation-iv_platinum_front_shiny.png,masks/165_generation-iv_platinum_front_default_mask.png,165,bug,flying,False,False,generation-ii,bug,
sprite/165_generation-iv_platinum_front_female.png,masks/165_generation-iv_platinum_front_female_mask.png,165,bug,flying,False,False,generation-ii,bug,
sprite/165_generation-iv_platinum_front_shiny_female.png,masks/165_generation-iv_platinum_front_female_mask.png,165,bug,flying,False,False,generation-ii,bug,
sprite/165_generation-iv_diamond-pearl_front_default.png,masks/165_generation-iv_platinum_front_default_mask.png,165,bug,flying,False,False,generation-ii,bug,
sprite/165_generation-iv_diamond-pearl_front_shiny.png,masks/165_generation-iv_platinum_front_default_mask.png,165,bug,flying,False,False,generation-ii,bug,
sprite/165_generation-iv_heartgold-soulsilver_front_default.png,masks/165_generation-iv_heartgold-soulsilver_front_default_mask.png,165,bug,flying,False,False,generation-ii,bug,
sprite/165_generation-iv_heartgold-soulsilver_front_shiny.png,masks/165_generation-iv_heartgold-soulsilver_front_default_mask.png,165,bug,flying,False,False,generation-ii,bug,
sprite/165_generation-iv_heartgold-soulsilver_front_female.png,masks/165_generation-iv_heartgold-soulsilver_front_female_mask.png,165,bug,flying,False,False,generation-ii,bug,
sprite/165_generation-iv_heartgold-soulsilver_front_shiny_female.png,masks/165_generation-iv_heartgold-soulsilver_front_female_mask.png,165,bug,flying,False,False,generation-ii,bug,
sprite/166_default_front_default.png,masks/166_default_front_default_mask.png,166,bug,flying,False,False,generation-ii,bug,
sprite/166_default_front_shiny.png,masks/166_default_front_default_mask.png,166,bug,flying,False,False,generation-ii,bug,
sprite/166_default_front_female.png,masks/166_default_front_female_mask.png,166,bug,flying,False,False,generation-ii,bug,
sprite/166_generation-iii_emerald_front_default.png,masks/166_generation-iii_emerald_front_default_mask.png,166,bug,flying,False,False,generation-ii,bug,
sprite/166_generation-iii_emerald_front_shiny.png,masks/166_generation-iii_emerald_front_default_mask.png,166,bug,flying,False,False,generation-ii,bug,
sprite/166_generation-iv_platinum_front_default.png,masks/166_generation-iv_platinum_front_default_mask.png,166,bug,flying,False,False,generation-ii,bug,
sprite/166_generation-iv_platinum_front_shiny.png,masks/166_generation-iv_platinum_front_default_mask.png,166,bug,flying,False,False,generation-ii,bug,
sprite/166_generation-iv_platinum_front_female.png,masks/166_generation-iv_platinum_front_female_mask.png,166,bug,flying,False,False,generation-ii,bug,
sprite/166_generation-iv_diamond-pearl_front_female.png,masks/166_generation-iv_platinum_front_female_mask.png,166,bug,flying,False,False,generation-ii,bug,
sprite/166_generation-iv_heartgold-soulsilver_front_default.png,masks/166_generation-iv_heartgold-soulsilver_front_default_mask.png,166,bug,flying,False,False,generation-ii,bug,
sprite/166_generation-iv_heartgold-soulsilver_front_shiny.png,masks/166_generation-iv_heartgold-soulsilver_front_default_mask.png,166,bug,flying,False,False,generation-ii,bug,
sprite/166_generation-iv_heartgold-soulsilver_front_female.png,masks/166_generation-iv_heartgold-soulsilver_front_female_mask.png,166,bug,flying,False,False,generation-ii,bug,
sprite/166_generation-iv_heartgold-soulsilver_front_shiny_female.png,masks/166_generation-iv_heartgold-soulsilver_front_female_mask.png,166,bug,flying,False,False,generation-ii,bug,
sprite/167_default_front_default.png,masks/167_default_front_default_mask.png,167,bug,poison,False,False,generation-ii,bug,
sprite/167_default_front_shiny.png,masks/167_default_front_default_mask.png,167,bug,poison,False,False,generation-ii,bug,
sprite/167_generation-iii_emerald_front_default.png,masks/167_generation-iii_emerald_front_default_mask.png,167,bug,poison,False,False,generation-ii,bug,
sprite/167_generation-iii_emerald_front_shiny.png,masks/167_generation-iii_emerald_front_default_mask.png,167,bug,poison,False,False,generation-ii,bug,
sprite/167_generation-iv_platinum_front_default.png,masks/167_generation-iv_platinum_front_default_mask.png,167,bug,poison,False,False,generation-ii,bug,
sprite/167_generation-iv_platinum_front_shiny.png,masks/167_generation-iv_platinum_front_default_mask.png,167,bug,poison,False,False,generation-ii,bug,
sprite/167_generation-iv_diamond-pearl_front_shiny.png,masks/167_generation-iv_platinum_front_default_mask.png,167,bug,poison,False,False,generation-ii,bug,
sprite/167_generation-iv_heartgold-soulsilver_front_default.png,masks/167_generation-iv_heartgold-soulsilver_front_default_mask.png,167,bug,poison,False,False,generation-ii,bug,
sprite/168_default_front_default.png,masks/168_default_front_default_mask.png,168,bug,poison,False,False,generation-ii,bug,
sprite/168_default_front_shiny.png,masks/168_default_front_default_mask.png,168,bug,poison,False,False,generation-ii,bug,
sprite/168_generation-iii_emerald_front_default.png,masks/168_generation-iii_emerald_front_default_mask.png,168,bug,poison,False,False,generation-ii,bug,
sprite/168_generation-iv_platinum_front_default.png,masks/168_generation-iv_platinum_front_default_mask.png,168,bug,poison,False,False,generation-ii,bug,
sprite/168_generation-iv_heartgold-soulsilver_front_default.png,masks/168_generation-iv_heartgold-soulsilver_front_default_mask.png,168,bug,poison,False,False,generation-ii,bug,
sprite/168_generation-iv_heartgold-soulsilver_front_shiny.png,masks/168_generation-iv_heartgold-soulsilver_front_default_mask.png,168,bug,poison,False,False,generation-ii,bug,
sprite/169_default_front_default.png,masks/169_default_front_default_mask.png,169,poison,flying,False,False,generation-ii,flying,
sprite/169_default_front_shiny.png,masks/169_default_front_default_mask.png,169,poison,flying,False,False,generation-ii,flying,
sprite/169_generation-iii_emerald_front_default.png,masks/169_generation-iii_emerald_front_default_mask.png,169,poison,flying,False,False,generation-ii,flying,
sprite/169_generation-iii_emerald_front_shiny.png,masks/169_generation-iii_emerald_front_default_mask.png,169,poison,flying,False,False,generation-ii,flying,
sprite/169_generation-iv_platinum_front_default.png,masks/169_generation-iv_platinum_front_default_mask.png,169,poison,flying,False,False,generation-ii,flying,
sprite/169_generation-iv_platinum_front_shiny.png,masks/169_generation-iv_platinum_front_default_mask.png,169,poison,flying,False,False,generation-ii,flying,
sprite/169_generation-iv_diamond-pearl_front_default.png,masks/169_generation-iv_diamond-pearl_front_default_mask.png,169,poison,flying,False,False,generation-ii,flying,
sprite/169_generation-iv_diamond-pearl_front_shiny.png,masks/169_generation-iv_diamond-pearl_front_default_mask.png,169,poison,flying,False,False,generation-ii,flying,
sprite/169_generation-iv_heartgold-soulsilver_front_default.png,masks/169_generation-iv_heartgold-soulsilver_front_default_mask.png,169,poison,flying,False,False,generation-ii,flying,
sprite/169_generation-iv_heartgold-soulsilver_front_shiny.png,masks/169_generation-iv_heartgold-soulsilver_front_default_mask.png,169,poison,flying,False,False,generation-ii,flying,
sprite/170_default_front_default.png,masks/170_default_front_default_mask.png,170,water,electric,False,False,generation-ii,water2,
sprite/170_default_front_shiny.png,masks/170_default_front_default_mask.png,170,water,electric,False,False,generation-ii,water2,
sprite/170_generation-iii_emerald_front_default.png,masks/170_generation-iii_emerald_front_default_mask.png,170,water,electric,False,False,generation-ii,water2,
sprite/170_generation-iv_platinum_front_default.png,masks/170_generation-iv_platinum_front_default_mask.png,170,water,electric,False,False,generation-ii,water2,
sprite/170_generation-iv_platinum_front_shiny.png,masks/170_generation-iv_platinum_front_default_mask.png,170,water,electric,False,False,generation-ii,water2,
sprite/170_generation-iv_heartgold-soulsilver_front_default.png,masks/170_generation-iv_heartgold-soulsilver_front_default_mask.png,170,water,electric,False,False,generation-ii,water2,
sprite/170_generation-iv_heartgold-soulsilver_front_shiny.png,masks/170_generation-iv_heartgold-soulsilver_front_default_mask.png,170,water,electric,False,False,generation-ii,water2,
sprite/171_default_front_default.png,masks/171_default_front_default_mask.png,171,water,electric,False,False,generation-ii,water2,
sprite/171_default_front_shiny.png,masks/171_default_front_default_mask.png,171,water,electric,False,False,generation-ii,water2,
sprite/171_generation-iii_emerald_front_default.png,masks/171_generation-iii_emerald_front_default_mask.png,171,water,electric,False,False,generation-ii,water2,
sprite/171_generation-iv_platinum_front_default.png,masks/171_generation-iv_platinum_front_default_mask.png,171,water,electric,False,False,generation-ii,water2,
sprite/171_generation-iv_platinum_front_shiny.png,masks/171_generation-iv_platinum_front_default_mask.png,171,water,electric,False,False,generation-ii,water2,
sprite/171_generation-iv_diamond-pearl_front_default.png,masks/171_generation-iv_platinum_front_default_mask.png,171,water,electric,False,False,generation-ii,water2,
sprite/172_default_front_default.png,masks/172_default_front_default_mask.png,172,electric,,False,False,generation-ii,no-eggs,
sprite/172_generation-iii_emerald_front_default.png,masks/172_generation-iii_emerald_front_default_mask.png,172,electric,,False,False,generation-ii,no-eggs,
sprite/172_generation-iii_emerald_front_shiny.png,masks/172_generation-iii_emerald_front_default_mask.png,172,electric,,False,False,generation-ii,no-eggs,
sprite/172_generation-iv_platinum_front_default.png,masks/172_generation-iv_platinum_front_default_mask.png,172,electric,,False,False,generation-ii,no-eggs,
sprite/172_generation-iv_platinum_front_shiny.png,masks/172_generation-iv_platinum_front_default_mask.png,172,electric,,False,False,generation-ii,no-eggs,
sprite/172_generation-iv_diamond-pearl_front_default.png,masks/172_generation-iv_diamond-pearl_front_default_mask.png,172,electric,,False,False,generation-ii,no-eggs,
sprite/172_generation-iv_diamond-pearl_front_shiny.png,masks/172_generation-iv_diamond-pearl_front_default_mask.png,172,electric,,False,False,generation-ii,no-eggs,
sprite/172_generation-iv_heartgold-soulsilver_front_default.png,masks/172_generation-iv_heartgold-soulsilver_front_default_mask.png,172,electric,,False,False,generation-ii,no-eggs,
sprite/173_default_front_default.png,masks/173_default_front_default_mask.png,173,fairy,,False,False,generation-ii,no-eggs,
sprite/173_default_front_shiny.png,masks/173_default_front_default_mask.png,173,fairy,,False,False,generation-ii,no-eggs,
sprite/173_generation-iii_emerald_front_default.png,masks/173_generation-iii_emerald_front_default_mask.png,173,fairy,,False,False,generation-ii,no-eggs,
sprite/173_generation-iii_emerald_front_shiny.png,masks/173_generation-iii_emerald_front_default_mask.png,173,fairy,,False,False,generation-ii,no-eggs,
sprite/173_generation-iv_platinum_front_default.png,masks/173_generation-iv_platinum_front_default_mask.png,173,fairy,,False,False,generation-ii,no-eggs,
sprite/173_generation-iv_platinum_front_shiny.png,masks/173_generation-iv_platinum_front_default_mask.png,173,fairy,,False,False,generation-ii,no-eggs,
sprite/173_generation-iv_diamond-pearl_front_default.png,masks/173_generation-iv_diamond-pearl_front_default_mask.png,173,fairy,,False,False,generation-ii,no-eggs,
sprite/173_generation-iv_diamond-pearl_front_shiny.png,masks/173_generation-iv_diamond-pearl_front_default_mask.png,173,fairy,,False,False,generation-ii,no-eggs,
sprite/173_generation-iv_heartgold-soulsilver_front_default.png,masks/173_generation-iv_heartgold-soulsilver_front_default_mask.png,173,fairy,,False,False,generation-ii,no-eggs,
sprite/173_generation-iv_heartgold-soulsilver_front_shiny.png,masks/173_generation-iv_heartgold-soulsilver_front_default_mask.png,173,fairy,,False,False,generation-ii,no-eggs,
sprite/174_default_front_default.png,masks/174_default_front_default_mask.png,174,normal,fairy,False,False,generation-ii,no-eggs,
sprite/174_default_front_shiny.png,masks/174_default_front_default_mask.png,174,normal,fairy,False,False,generation-ii,no-eggs,
sprite/174_generation-iii_emerald_front_default.png,masks/174_generation-iii_emerald_front_default_mask.png,174,normal,fairy,False,False,generation-ii,no-eggs,
